id	control2		Sailfish	Salmon	STAR
AT3G48170	33.34		35.1799	32.154605	5.260388
AT3G48180	5.07		6.04776	6.204125	35.769303
AT3G48185	13.1		12.8933	12.361083	1.275748
AT3G48187	0		1.45171	1.339457	0
AT3G48190	4.18		5.841568	5.281727	1.242961
AT3G48195	8.03		9.51909	8.677895	0
AT3G48200	16.73		17.5139	15.836286	28.673079
AT3G48205	0		0	0	67.828515
AT3G48208	0		0	0	0
AT3G48209	0		0	0	0
AT3G48210	8.61		10.0434	9.450689	0
AT3G48220	0		0	0	1.459358
AT3G48230	0		0	0	8.901835
AT3G48231	0		0	0	18.786607
AT3G48240	0		0	0	28.329737
AT3G48250	2.71		2.90349	2.679539	9.472356
AT3G48260	16.48		16.631	15.363897	0
AT3G48270	0		0	0	7.196623
AT3G48280	0		0	0	2.402169
AT3G48290	0		0.037586	0.034917	2.617519
AT3G48298	0		0	0	0
AT3G48300	0		0	0	4.85034
AT3G48310	0.04		0.040097	0.037322	0
AT3G48320	3.42		4.73014	4.424942	0
AT3G48330	26.59		46.27176	36.787056	0
AT3G48340	0		0	0	0
AT3G48343	0		0	0	0.81312
AT3G48344	0		0	0	1.8297
AT3G48346	0		0	0	47.932528
AT3G48350	48.81		63.1518	59.774687	1.295272
AT3G48360	6.11		6.071086	5.565081	0.240803
AT3G48380	11.29		14.2547	12.88565	21.18611
AT3G48390	1.7		2.06317	1.906943	0
AT3G48400	0		0	0	5.547319
AT3G48410	18.89		8.428142	7.624062	12.27424
AT3G48420	45.49		56.4428	52.461347	0.480645
AT3G48425	2.56		3.10777	2.912747	0
AT3G48430	6.43		8.2302	7.536187	1.67376
AT3G48440	8.42		8.00276	7.433416	1.475269
AT3G48450	0		0	0	0
AT3G48460	9.57		11.4427	10.514721	0.782182
AT3G48470	0.89		0.780296	0.909254	13.750115
AT3G48475	0		0.926637	0	46.691428
AT3G48480	2.52		2.90026	2.736217	97.705246
AT3G48490	1.79		2.52475	2.558363	27.134152
AT3G48500	12.18		14.57014	13.094576	0
AT3G48510	0		0	0	6.988143
AT3G48520	46.93		51.4315	47.711254	0
AT3G48530	53.69		67.2039	62.73046	0.740155
AT3G48540	3.48		6.1193	6.095876	5.676087
AT3G48550	35.25		52.85052	46.772574	2.290892
AT3G48560	146.2		161.022	148.130755	13.900533
AT3G48570	28.88		25.1817	24.496481	204.076306
AT3G48580	0		0.216407	0.206389	0
AT3G48590	22.98		28.7555	27.507263	0
AT3G48600	5.87		8.63134	7.329897	6.776274
AT3G48610	24.05		26.9022	24.81341	10.569882
AT3G48620	0		0	0	179.22047
AT3G48630	0		0	0	0
AT3G48640	0.65		0.982651	0.989149	28.889018
AT3G48660	0.23		0.692717	2.008091	52.457841
AT3G48670	10.91		14.320055	13.115652	0
AT3G48675	0		0	0	124.102256
AT3G48680	48.12		61.5747	58.444689	43.561072
AT3G48690	65.08		86.6672	80.881357	3.290002
AT3G48700	1.17		1.61459	1.531002	0
AT3G48710	20.23		20.0161	18.492394	30.001051
AT3G48720	15.32		17.3548	16.154926	0
AT3G48730	33.89		39.7393	36.93175	11.506679
AT3G48740	22.89		27.8492	26.184012	86.000667
AT3G48750	45.28		54.5373	51.19134	0.389658
AT3G48760	53.81		59.5743	55.367965	6.182198
AT3G48770	0.01		0.01123	0.010231	21.711465
AT3G48780	26.82		30.124	27.75019	66.391622
AT3G48790	4.2		6.70739	5.987098	121.41545
AT3G48800	11.47		10.3435	9.773796	33.546383
AT3G48810	3.32		4.22143	3.737794	38.627377
AT3G48820	17.08		21.23323	19.418527	0.158605
AT3G48830	0.74		1.41531	1.317628	0
AT3G48835	0		0.286041	0.269699	0
AT3G48840	0		0	0	21.369048
AT3G48850	0		0	0	39.655235
AT3G48860	15.32		20.758989	17.580213	8.081065
AT3G48870	43.94		46.27202	43.397117	2.633812
AT3G48880	17.73		24.24879	22.882299	17.956481
AT3G48890	66.69		76.4624	72.315602	15.277511
AT3G48900	1.59		2.16685	2.013625	1.527914
AT3G48920	2.7		2.29378	2.176536	0
AT3G48930	213.92		310.534	303.060192	9.200094
AT3G48940	0		0	0	458.978211
AT3G48950	0		0	0	109.633749
AT3G48960	0.3		0.475204	0.485458	28.619078
AT3G48970	75.38		107.8111	104.17032	33.082262
AT3G48980	4.74		5.900749	5.034217	3.730406
AT3G48990	67.46		70.564	65.218311	17.065197
AT3G49000	7.23		8.40625	7.732919	1.414963
AT3G49010	200.51		308.249585	285.927237	23.490881
AT3G49020	0		0	0	20.292182
AT3G49030	0		0	0	30.397575
AT3G49040	0		0	0	8.054368
AT3G49045	0		0	0	20.589501
AT3G49050	8.39		9.08147	8.358395	0
AT3G49055	1.21		1.89683	1.7804	5.005612
AT3G49060	7.17		8.974521	8.222916	0.611858
AT3G49070	2.19		2.726873	2.403691	19.903653
AT3G49080	14.99		17.7031	16.507488	17.720047
AT3G49100	26.74		37.7425	38.265791	59.872784
AT3G49110	0.87		1.11134	1.01692	1.569961
AT3G49115	0		0	0	0
AT3G49120	11.04		13.7745	12.851207	14.951068
AT3G49130	0		0	0	44.128813
AT3G49140	30.91		35.7866	32.815961	0
AT3G49142	1.54		1.86182	1.726423	12.395767
AT3G49150	0		0	0	23.327203
AT3G49155	0		0	0	28.5596
AT3G49160	2.6		3.28545	3.074683	3.447986
AT3G49170	1.53		1.73949	1.602946	0
AT3G49180	6.66		8.34335	7.828923	11.808129
AT3G49190	0.04		0.043643	0.040729	8.274059
AT3G49200	0		0	0	24.240405
AT3G49210	5.54		5.88198	5.454619	13.324602
AT3G49220	113.34		134.24469	123.734019	11.309768
AT3G49230	0		0	0	36.525761
AT3G49240	7.67		3.78998	3.593454	23.363824
AT3G49250	4.65		4.88633	4.426192	43.952463
AT3G49260	4.96		6.63843	5.85169	46.214553
AT3G49270	0		0	0	0
AT3G49290	11.48		15.85234	14.513525	2.757568
AT3G49300	0		0	0	2.08534
AT3G49305	0		0	0	0
AT3G49307	0		0	0	0
AT3G49310	18.73		21.5641	20.129988	2.899427
AT3G49320	0.7		0.835344	0.789096	2.571745
AT3G49330	4.45		5.52941	5.407507	0
AT3G49340	0		0	0	23.54633
AT3G49350	10.05		10.3948	9.532628	99.260094
AT3G49360	15.11		18.691	17.803735	41.0004
AT3G49370	2.65		2.7779	2.569735	10.818261
AT3G49380	0.59		0.702174	0.662717	3.723819
AT3G49390	23.74		26.42299	24.277743	0.403758
AT3G49400	1.07		1.391899	1.248201	30.220024
AT3G49410	0.31		0.499811	0.426928	4.520732
AT3G49420	4.79		10.3723	9.987657	0.83688
AT3G49430	40.07		60.27522	55.100088	4.144548
AT3G49440	0		0	0	1.508494
AT3G49450	0		0	0	0
AT3G49460	0		0	0	0
AT3G49470	53.57		86.2774	75.462494	83.530625
AT3G49480	0		0	0	8.068723
AT3G49490	18.86		22.2493	20.399671	22.906226
AT3G49500	7.13		8.39936	7.642593	11.367543
AT3G49510	0.18		0.41356	0.196721	0.364807
AT3G49520	0		0	0	24.719594
AT3G49530	15.57		18.96461	17.552447	9.88411
AT3G49540	0		0	0	6.582468
AT3G49550	14.88		21.0694	20.549935	36.655495
AT3G49551	1.48		6.72441	42.061237	24.364149
AT3G49560	34.7		44.001	41.731509	4.77407
AT3G49570	1.27		1.22561	1.216097	10.754751
AT3G49580	0.24		0.772387	0.859954	1.529742
AT3G49590	16.4		20.89033	18.786989	62.68012
AT3G49600	6.62		8.14354	7.214093	134.173926
AT3G49601	30.05		35.5498	32.658263	47.338844
AT3G49610	0		0	0	13.260122
AT3G49620	0.91		0.946374	0.887307	0
AT3G49630	0		0	0	128.264162
AT3G49640	21.71		25.937252	24.425587	0
AT3G49645	15.1		17.68177	16.720576	0
AT3G49650	2.31		2.45599	2.252602	20.87101
AT3G49660	3.78		4.32944	4.05565	0
AT3G49670	12.1		15.7738	14.422145	326.211519
AT3G49680	62.66		77.9448	70.294474	54.345254
AT3G49690	0.1		0.119015	0.112412	14.44009
AT3G49700	0		0	0	34.090188
AT3G49710	2.62		3.08449	2.857541	7.293978
AT3G49720	85.49		115.802	108.460863	0
AT3G49725	2.8		3.90983	3.400768	0
AT3G49730	3.32		2.22304	2.030801	6.825319
AT3G49740	0.89		0	0	5.22645
AT3G49744	0		0	0	40.571941
AT3G49750	3.91		5.698815	5.532422	0
AT3G49760	0		0	0	0
AT3G49770	0		0	0	0
AT3G49780	5.18		2.0335	1.901406	0.976977
AT3G49790	25.51		27.04	25.073416	16.949281
AT3G49796	0		0	0	221.48299
AT3G49800	29.36		35.7422	33.36504	11.817241
AT3G49810	26.02		26.9389	24.428382	1.632032
AT3G49820	2.05		1.79278	1.764008	0.551135
AT3G49830	0.09		0.238696	0.223448	17.758706
AT3G49840	8.67		10.5828	9.907304	26.615527
AT3G49845	0		0.083322	0.080155	10.69674
AT3G49850	17.61		22.3136	21.004884	77.712524
AT3G49860	5.49		6.98298	6.819514	0
AT3G49870	116.99		117.593	111.360451	64.018583
AT3G49880	10.38		11.8863	10.633115	42.587184
AT3G49890	3.83		6.56276	5.977235	147.884105
AT3G49900	2.84		3.424815	3.230482	45.715423
AT3G49910	449.83		345.908	327.57388	2.335205
AT3G49920	9.99		23.65393	17.362062	10.216392
AT3G49930	4.25		4.76646	4.55817	213.887375
AT3G49940	42.66		31.7524	28.734771	5.536156
AT3G49950	0.8		1.20792	1.085516	2.285297
AT3G49960	0		0	0	120.901259
AT3G49970	0.95		1.1253	1.043498	114.381681
AT3G49980	0		0	0	1.406002
AT3G49990	23.18		25.9221	23.920677	9.501112
AT3G50000	51.68		61.328	57.164309	169.431524
AT3G50010	0		0	0	11.203288
AT3G50020	0		0	0	9.161633
AT3G50030	0		0	0	24.845676
AT3G50040	0.79		1.32155	1.236618	10.12432
AT3G50050	7.49		7.93933	7.195053	0
AT3G50060	19.8		17.0113	15.714183	0
AT3G50070	20.84		25.4966	23.775198	0
AT3G50080	7.32		8.53769	7.686223	23.369509
AT3G50090	0		0	0	3.782394
AT3G50100	5.32		6.68094	6.336503	14.928423
AT3G50110	1.97		2.17448	2.006559	260.9009
AT3G50120	1.85		2.32982	2.16858	0
AT3G50123	0		0	0	0
AT3G50130	0		0	0	100.414171
AT3G50140	3.24		5.26229	4.873481	8.756001
AT3G50150	0		0	0	27.159835
AT3G50160	0		0	0	20.271694
AT3G50170	0		0	0	0.994213
AT3G50180	0		0	0	35.674917
AT3G50190	0.57		0.995912	0.928527	0
AT3G50200	1.34		1.65815	1.594617	30.485562
AT3G50210	35.03		48.58769	39.059722	160.320971
AT3G50220	0.95		1.1173	1.052385	26.957921
AT3G50230	0.19		0.218013	0.202342	0.20848
AT3G50240	16.17		19.03409	17.400632	12.579537
AT3G50250	0		0	0	43.769935
AT3G50260	4.17		5.0276	4.849185	13.08024
AT3G50270	10.57		10.938	10.211218	25.407511
AT3G50280	0.33		0.435266	0.407653	14.360201
AT3G50290	0		0	0	63.226433
AT3G50300	1.33		1.51566	1.4169	93.004251
AT3G50310	1.14		1.28268	1.205945	21.90247
AT3G50320	0		0	0	12.910983
AT3G50330	0.74		0.708426	0.666574	11.688879
AT3G50340	11.49		12.4096	11.55178	0
AT3G50350	14.5		45.40621	39.104039	18.739297
AT3G50360	84.45		87.1291	82.95775	9.529064
AT3G50370	21.32		24.40695	21.962775	266.18511
AT3G50373	0		0	0	0.525101
AT3G50380	5.31		6.20063	5.586633	0
AT3G50390	0		0	0	0
AT3G50400	0.58		0.670381	0.631435	27.116269
AT3G50410	4.37		5.14199	4.877483	0
AT3G50420	1.59		2.04334	1.888195	42.574732
AT3G50430	8.86		15.1871	13.494851	21.936939
AT3G50440	104.14		181.847	176.951497	60.676798
AT3G50450	0		0	0	3.701551
AT3G50460	0		0	0	12.774005
AT3G50470	5.78		6.20642	5.833767	33.385931
AT3G50480	8.9		11.6803	11.188992	4.871488
AT3G50500	131.41		161.7974	149.900633	0
AT3G50510	0		0	0	5.071119
AT3G50520	20.64		25.5527	23.734302	1.830092
AT3G50530	39.29		46.38524	42.498567	58.577935
AT3G50540	0		0	0	20.437821
AT3G50550	76.2		158.4589	111.127522	4.357435
AT3G50560	31.85		39.2744	36.398052	37.284619
AT3G50570	2		2.86876	2.828796	0
AT3G50580	0		0	0	2.342324
AT3G50590	23.27		27.12992	24.585756	6.314493
AT3G50610	0		0	0	9.441723
AT3G50620	7.84		10.076632	9.442483	0.485574
AT3G50630	58.33		76.53714	73.140888	11.601239
AT3G50640	0.33		0.353164	0.341058	0.85386
AT3G50650	4.92		5.56199	5.156944	246.242647
AT3G50660	19.46		19.76816	18.017277	0
AT3G50670	41.96		57.6634	54.873944	18.481099
AT3G50685	69.68		109.465	109.778811	127.954985
AT3G50690	27.35		29.7752	27.551202	587.848399
AT3G50700	30.03		35.1792	32.515283	0
AT3G50710	0.15		0.143629	0.134468	5.235219
AT3G50720	0		0	0	0
AT3G50730	0		0	0	13.297093
AT3G50740	17.65		19.1988	17.759598	18.148226
AT3G50750	33.15		35.7651	33.371446	19.315504
AT3G50760	6.94		7.31819	6.856125	4.570446
AT3G50770	1.89		2.38731	2.311841	0
AT3G50780	13.71		19.02197	16.997748	0.227301
AT3G50790	10.89		13.5317	12.26759	15.444671
AT3G50800	1.34		1.38493	1.341682	43.314855
AT3G50808	0		0	0	220.097663
AT3G50810	4.66		8.24436	8.138851	10.760526
AT3G50820	334.56		410.475	386.919066	23.29434
AT3G50830	88.74		98.9903	93.320602	18.692879
AT3G50840	21.35		26.59292	23.68673	5.397616
AT3G50845	16.7		28.9668	29.102768	0
AT3G50850	2.38		3.68412	4.92713	1.607341
AT3G50860	11.58		16.306	14.708396	101.175053
AT3G50870	0.9		1.15964	1.096586	0
AT3G50880	21.1		21.2761	20.030907	2.079613
AT3G50890	16.89		18.3193	17.283637	0
AT3G50900	34.6		27.1445	25.743565	159.701261
AT3G50910	6.6		7.2919	6.760412	54.124143
AT3G50920	13.6		18.53076	17.639176	23.947069
AT3G50925	0		0	0	72.960151
AT3G50930	4.28		4.53102	4.126493	120.512725
AT3G50940	0.45		0.554115	0.519752	22.518961
AT3G50950	17.6		21.8341	19.527681	63.444077
AT3G50960	11.49		17.28558	16.015738	12.674486
AT3G50970	44.56		53.3966	51.334475	9.957843
AT3G50980	1.07		1.42414	1.420954	68.621396
AT3G50990	0		0	0	191.406209
AT3G51000	10.01		13.4243	12.620104	23.473589
AT3G51010	31.25		40.5255	38.965903	12.346259
AT3G51020	0		0	0	113.947769
AT3G51030	8.91		10.9805	10.980951	0
AT3G51040	11.84		20.89679	19.872064	0
AT3G51050	22.3		25.3406	23.354461	99.926316
AT3G51060	2.23		3.04187	2.831037	12.466297
AT3G51070	0		1.99997	1.658756	0.951681
AT3G51080	8.8		10.6951	10.076994	316.333099
AT3G51090	6.18		7.49427	7.066109	19.445015
AT3G51100	13.07		21.35627	20.324376	0.147193
AT3G51110	9.73		11.867	10.832403	0
AT3G51120	8.41		10.2183	9.317469	0
AT3G51130	27.26		32.6715	30.182112	0
AT3G51140	14.48		21.80768	19.656392	0
AT3G51150	30.57		39.850062	35.719808	0
AT3G51160	41.07		41.5426	38.764614	0
AT3G51171	0		0	0	9.46741
AT3G51180	2.23		2.49644	2.311704	28.088241
AT3G51190	0.32		1.89047	1.841769	47.397334
AT3G51200	0		0	0	32.67294
AT3G51210	0		0	0	7.257202
AT3G51220	1.88		2.62879	2.572512	0
AT3G51230	2.09		2.33002	2.219546	0
AT3G51240	0.25		6.98041	6.550404	2.24094
AT3G51250	16.85		21.19155	19.468488	1.949889
AT3G51260	74.63		93.2149	84.37249	14.115375
AT3G51270	29.22		36.50355	33.961976	31.14219
AT3G51280	8.4		10.0724	9.416496	0
AT3G51290	2.2		4.065979	2.928909	6.041773
AT3G51300	0		1.00053	0.977674	0.579885
AT3G51310	24.4		26.7154	24.384398	3.465374
AT3G51320	3.14		4.0578	3.762299	2.692703
AT3G51325	0.8		0.75796	0.712991	34.805035
AT3G51330	2.28		3.59164	3.322838	10.197443
AT3G51340	1.12		1.323191	1.201338	30.175772
AT3G51350	0		0	0	18.794929
AT3G51360	0		0	0	17.371889
AT3G51370	59.32		75.65912	69.521405	49.863588
AT3G51380	9.59		7.05366	7.058472	0
AT3G51390	16.87		25.6078	22.184518	0
AT3G51400	7.78		12.1252	10.0617	0
AT3G51410	0.52		0.330317	0.307715	0.871544
AT3G51420	23.83		22.3084	20.496755	4.961788
AT3G51430	6.49		8.894506	8.009853	0
AT3G51440	3.89		5.9033	5.239349	24.565384
AT3G51450	24.3		32.2338	30.184302	0
AT3G51460	18.69		22.0552	20.283106	11.042592
AT3G51470	3.48		4.302984	4.078534	1.857766
AT3G51480	7.79		9.972059	8.899244	15.381532
AT3G51490	0.97		1.339463	1.251569	7.337589
AT3G51500	40.25		54.5788	54.002031	20.818738
AT3G51510	135.07		120.556	114.279329	34.711093
AT3G51520	32.53		42.8409	39.871317	20.837371
AT3G51530	9.61		11.7683	10.963818	919.682408
AT3G51540	0		0	0	238.307584
AT3G51550	99.48		115.111	105.170442	6.436661
AT3G51560	0		0	0	1.827697
AT3G51570	0		0	0	493.893194
AT3G51580	14.86		18.7844	17.446335	80.863082
AT3G51590	0		0	0	1.000751
AT3G51600	270.36		291.963	280.780865	8.442466
AT3G51610	38.52		47.8628	45.73487	87.701094
AT3G51620	11.48		13.08104	11.778865	5.641402
AT3G51630	0.34		30.5006	27.868964	41.100431
AT3G51640	5.62		9.55611	8.87327	13.660713
AT3G51642	0		0	0	9.759382
AT3G51644	0		0	0	0
AT3G51650	4.65		9.16744	8.222444	17.766822
AT3G51660	3.97		4.73886	4.646769	30.023921
AT3G51670	32.74		36.3313	33.484458	49.464219
AT3G51680	0		0	0	0
AT3G51690	0		0	0	2.804379
AT3G51700	0		0	0	88.346017
AT3G51710	0.78		0.884624	0.824613	30.517458
AT3G51720	13.55		15.1041	14.153136	40.605346
AT3G51730	154.56		198.826	188.544669	0
AT3G51740	10.19		10.6518	9.740383	5.747461
AT3G51750	0.69		1.482157	1.54847	58.227701
AT3G51760	0.3		1.35017	0.472595	6.273443
AT3G51770	13.56		15.91699	14.550611	0.759231
AT3G51780	23.48		23.6064	22.131168	7.916548
AT3G51790	8.38		9.51277	8.97963	43.037927
AT3G51800	50.28		71.0694	65.425753	2.291428
AT3G51810	0		0	0	108.018576
AT3G51820	50.07		57.097	53.119589	593.801425
AT3G51830	29.5		38.19393	35.210373	27.794971
AT3G51840	118.67		132.743	122.889868	6.536708
AT3G51850	34.8		40.55075	37.458107	0
AT3G51860	1.42		2.11433	1.966501	14.587006
AT3G51870	6.95		9.16081	8.115898	0
AT3G51880	143.49		211.83548	189.78304	93.251836
AT3G51890	4.21		4.81735	4.5727	7.715552
AT3G51895	1.73		2.02123	1.854972	0
AT3G51910	102.69		104.253	98.563956	3.547769
AT3G51920	91.46		101.234	96.949311	0.079789
AT3G51930	1.21		1.22924	1.147386	23.612422
AT3G51940	7.31		8.6031	8.023576	4.837494
AT3G51950	127.94		151.2078	137.687548	295.391039
AT3G51960	6.89		10.33913	9.632263	6.471872
AT3G51970	7.62		11.0445	10.405875	387.534601
AT3G51980	17.04		22.3949	20.960022	36.856656
AT3G51990	8.37		9.16812	8.574668	0
AT3G52000	0		0	0	26.98718
AT3G52010	0		0	0	11.831005
AT3G52020	0		0	0	3.757918
AT3G52030	17.63		24.8861	22.088248	10.853012
AT3G52040	34.47		61.4473	64.909694	8.679377
AT3G52050	10.57		14.463747	12.534414	31.160164
AT3G52060	179.19		237.939	221.430552	26.008119
AT3G52070	0		62.58371	68.973911	323.856975
AT3G52075	0		25.6495	40.031004	6.314767
AT3G52080	0		0	0	20.066409
AT3G52090	65.6		96.74487	94.675157	33.615165
AT3G52100	6.14		7.77281	7.183861	16.338147
AT3G52105	39.72		123.2062	115.212303	3.632327
AT3G52110	13.26		22.89679	19.228992	207.236995
AT3G52115	0.91		0.900067	0.833494	0.94801
AT3G52120	26.19		35.45541	32.89722	0
AT3G52130	0		0	0	0
AT3G52140	23.6		27.51251	24.835138	11.257299
AT3G52150	98.61		143.4938	135.886755	26.00231
AT3G52155	23.69		26.78239	22.766117	17.376472
AT3G52160	0.08		0.188792	0.17666	9.031988
AT3G52170	9.19		11.51673	10.700951	48.162587
AT3G52180	28.94		43.24994	36.490363	11.775548
AT3G52190	10.56		11.3015	10.531522	11.724297
AT3G52200	17.86		22.8803	20.912786	73.612302
AT3G52210	10.39		13.261113	12.569177	0.981939
AT3G52220	41.5		57.4368	55.083539	0.561567
AT3G52230	62.87		83.5589	79.90245	22.883818
AT3G52240	17.31		19.7681	18.08882	12.856746
AT3G52250	10.32		11.671	10.606525	37.245968
AT3G52260	6.27		10.47964	10.140131	58.317754
AT3G52270	0		0	0	308.2403
AT3G52280	13.01		16.798101	15.729008	20.388849
AT3G52290	6.78		8.5887	7.98751	22.826376
AT3G52300	196.47		241.833	231.762824	0
AT3G52310	0.4		0.475341	0.438992	9.83469
AT3G52320	0		0	0	18.397076
AT3G52330	0		0	0	5.142213
AT3G52340	16.31		25.616644	21.836257	11.25386
AT3G52350	0		0	0	23.596097
AT3G52360	35.89		37.7859	36.428093	38.233744
AT3G52370	17.23		19.6127	18.2768	0
AT3G52380	43.22		56.1549	52.703403	5.945121
AT3G52390	2.67		3.38136	3.192757	0
AT3G52400	9.57		11.5151	10.833376	19.545529
AT3G52420	31.08		30.1374	31.302325	95.003095
AT3G52430	3.42		4.18311	3.540987	0
AT3G52440	0		0	0	21.911957
AT3G52450	4.09		4.59168	4.277748	13.293198
AT3G52460	1.66		1.65761	1.562853	76.622489
AT3G52470	44.54		52.7097	50.303326	0
AT3G52480	19.55		18.451	17.411309	0.312554
AT3G52490	3.48		3.92218	3.580773	0
AT3G52500	31.73		33.6202	31.136265	20.629556
AT3G52510	0		0	0	0
AT3G52520	4.65		2.1218	2.008528	13.068425
AT3G52525	5.05		5.72023	5.178873	34.386433
AT3G52526	0		36.39317	48.306866	58.041312
AT3G52530	0		0.04886	0.045777	0
AT3G52540	7.84		10.2758	9.695023	99.926676
AT3G52550	0.53		0.677272	0.658402	0.914471
AT3G52560	143.4		225.75486	213.874818	0
AT3G52561	0		0	0	0
AT3G52570	12.8		16.5519	15.378302	32.116684
AT3G52580	86.88		114.935	111.833494	0
AT3G52590	521.43		529.895	513.004828	72.231758
AT3G52600	0		0	0	0
AT3G52610	3.65		11.2135	10.267108	0
AT3G52620	0		0	0	0
AT3G52630	8.46		12.61999	11.933282	70.231096
AT3G52640	12.08		16.267186	14.948242	5.636321
AT3G52660	14.11		20.59203	19.88755	63.446308
AT3G52680	2.06		4.83648	4.49586	0
AT3G52690	0		0	0	37.672248
AT3G52700	0		2.79753	0	17.158142
AT3G52710	0		13.8801	12.902938	75.889672
AT3G52720	26.75		39.22766	36.883114	16.339802
AT3G52730	174.13		195.44473	195.326686	22.053894
AT3G52740	10.13		9.66348	9.427369	52.151112
AT3G52750	16.98		21.183062	19.033786	0
AT3G52760	13.14		16.867	16.034786	1.403201
AT3G52770	6.07		4.89154	4.704119	17.47966
AT3G52780	0		0	0	0
AT3G52790	1.41		1.45814	1.458512	9.654572
AT3G52800	73.56		90.63429	85.795045	11.63798
AT3G52810	0		0	0	27.962917
AT3G52820	1.71		1.88298	1.753674	0
AT3G52830	0		0	0	2.970472
AT3G52840	120.26		141.606	130.522569	13.209424
AT3G52850	41.56		49.6277	45.679232	0
AT3G52860	20.81		35.0408	36.057719	41.329836
AT3G52870	55.89		65.69	60.582161	5.091765
AT3G52880	88.19		108.6956	99.975722	57.172116
AT3G52890	14.82		20.248459	18.392856	1.180972
AT3G52900	40.9		58.4353	58.0514	66.843252
AT3G52905	7.31		10.4062	10.432509	13.950457
AT3G52910	7.84		9.11413	8.535027	21.490839
AT3G52920	53.15		61.4199	58.053787	0.236456
AT3G52930	149.62		171.953	158.767743	163.285876
AT3G52940	17.61		21.70241	19.638695	5237.949314
AT3G52941	0		0	0	112.291062
AT3G52950	8.78		11.04271	10.103802	11.468192
AT3G52960	92.67		101.849	96.855496	48.390352
AT3G52970	0		0	0	0
AT3G52980	0		0	0	5.05248
AT3G52990	74.95		90.674773	83.797923	0
AT3G53000	10.53		11.1468	10.432333	5.834934
AT3G53010	0.75		0.862153	0.818575	14.713138
AT3G53020	207.23		285.275	276.105079	14.32961
AT3G53030	15.12		16.6785	15.52244	3.799768
AT3G53040	0.11		0.133285	0.124459	29.300738
AT3G53050	0		0	0	30.821716
AT3G53060	0		0	0	46.364246
AT3G53065	0		0	0	24.867547
AT3G53070	0		0	0	39.315024
AT3G53075	0		0	0	22.679097
AT3G53080	0		0	0	34.002777
AT3G53090	6.86		8.61401	7.706549	20.78921
AT3G53100	17.65		29.4288	27.111822	2.106305
AT3G53110	34.73		43.0356	39.757525	22.696294
AT3G53120	19.81		28.1886	27.093174	17.08211
AT3G53130	5.51		6.48383	6.02743	0.02912
AT3G53140	0		0	0	0
AT3G53150	0		0	0	3.64924
AT3G53160	1.8		2.02928	1.89732	6.937029
AT3G53170	1.16		1.922534	1.664912	28.318134
AT3G53180	11.03		12.6603	11.613937	30.997495
AT3G53190	25.15		27.7209	25.392342	0.187775
AT3G53200	0		0	0	4.860337
AT3G53210	4.08		5.665782	5.158891	72.474692
AT3G53220	0.49		0.526047	0.525736	0.626473
AT3G53230	3.01		3.09139	2.839862	0
AT3G53232	2.66		2.44223	2.422406	1.004015
AT3G53235	0		24.2847	35.520092	0
AT3G53240	8.26		10.084642	9.043985	0.555071
AT3G53250	20.97		32.7084	27.389189	14.637126
AT3G53260	16.28		17.0938	15.696194	70.950377
AT3G53270	10.55		15.934881	14.540953	41.160082
AT3G53280	36.4		44.4431	41.661963	0
AT3G53290	0		0	0	0
AT3G53294	0		0	0	33.933131
AT3G53300	0		0	0	21.106164
AT3G53305	0		0	0	139.730175
AT3G53310	0.74		0.739946	0.693511	5.742488
AT3G53320	3.63		4.24453	3.936574	1.318236
AT3G53330	0		0	0	8.288538
AT3G53340	17		21.899711	20.331148	120.948154
AT3G53342	0		0	0	10.153904
AT3G53350	7.75		10.281775	9.219844	9.516521
AT3G53360	1.57		1.741376	1.575048	152.252377
AT3G53370	9.32		14.82317	14.182529	8.361137
AT3G53380	6.06		6.66901	6.12213	52.397164
AT3G53390	16		18.5393	17.020767	6.971291
AT3G53400	23.99		31.1348	28.830911	20.120075
AT3G53410	14.24		18.8097	17.884081	29.923749
AT3G53420	577.01		825.65555	779.402038	38.41115
AT3G53430	248.67		214.103	202.999355	67.230476
AT3G53440	4.94		5.71416	5.309412	224.467607
AT3G53450	1.35		1.65683	1.611567	42.322859
AT3G53460	291.59		483.521	412.247311	100.04018
AT3G53470	51.01		69.3943	67.128221	37.776399
AT3G53480	0.64		0.786864	0.650923	15.924214
AT3G53490	6.7		7.4437	7.078154	7.697404
AT3G53500	58.18		77.37707	72.86985	2.730202
AT3G53510	4.53		5.08106	4.677005	6.710367
AT3G53520	30.04		40.9851	34.532608	0
AT3G53530	20.27		31.06584	29.7064	0
AT3G53540	7.78		9.04022	8.146401	41.324273
AT3G53550	0		0	0	29.152909
AT3G53560	13.36		15.938	14.953947	0
AT3G53570	19.36		27.5593	24.482288	0
AT3G53580	44.66		53.096	49.538988	24.726045
AT3G53590	0		0	0	0
AT3G53600	2.72		2.5429	2.499144	0.76366
AT3G53610	61.83		83.96474	74.150029	0
AT3G53611	0		0	0	13.027287
AT3G53620	20.97		27.984	26.11399	11.216908
AT3G53630	29.84		36.5085	34.759644	45.326944
AT3G53640	0		0	0	88.945736
AT3G53650	5.68		5.12242	4.945365	34.877382
AT3G53670	0.04		52.35422	48.881354	6.651154
AT3G53680	3.85		5.69895	5.17196	0.40509
AT3G53690	0.63		0.687679	0.648439	0
AT3G53700	6.99		7.2143	6.52412	5.948865
