id	control2		Sailfish	Salmon	STAR
AT1G01010	2.07		2.55285	2.384445	2.819201
AT1G01020	16.52		39.69548	36.58312	44.485217
AT1G01030	0.2		0.244405	0.227587	0.269928
AT1G01040	10.79		13.016104	11.820325	13.591551
AT1G01050	62.41		85.79982	81.592994	94.332809
AT1G01060	1.12		1.61248	1.484787	1.749155
AT1G01070	12.43		14.87659	13.83148	16.588666
AT1G01080	47.77		60.403424	55.814066	67.393412
AT1G01090	141.25		150.727	139.947458	167.383884
AT1G01100	278.04		550.04709	550.212413	591.092382
AT1G01110	4.11		4.51731	4.191976	5.029444
AT1G01120	112.45		126.622	117.255177	141.011339
AT1G01130	7.48		21.0165	25.798612	27.198599
AT1G01140	54.57		68.7916	63.141067	76.253018
AT1G01150	0		0	0	0
AT1G01160	30.06		45.39595	42.787895	41.667665
AT1G01170	106.9		214.0317	228.777353	126.052439
AT1G01180	9.75		9.86954	9.276388	11.131769
AT1G01190	24.08		33.7611	31.171738	38.041492
AT1G01200	3.75		3.97126	3.770153	4.456718
AT1G01210	12.45		19.96685	19.703072	22.641591
AT1G01220	12.3		14.578829	13.224758	15.479999
AT1G01225	2.19		2.81212	2.689953	3.187388
AT1G01230	53.28		72.4819	69.221495	80.498705
AT1G01240	13.2		21.52001	19.900731	23.944347
AT1G01250	6.23		8.29668	8.063743	9.258892
AT1G01260	7.3		9.23987	7.956591	9.627627
AT1G01280	0		0	0	0
AT1G01290	15.5		16.89681	15.921526	18.624532
AT1G01300	87.16		96.0578	88.651626	106.969701
AT1G01305	0		0	0	0
AT1G01310	0		0	0	0
AT1G01320	30.18		34.65705	31.444366	38.644277
AT1G01335	0		0	0	1.785534
AT1G01340	1.38		1.64464	1.517346	13.238289
AT1G01350	9.57		16.4414	15.602066	0
AT1G01355	0		0	0	29.458175
AT1G01360	22.82		25.939	24.013984	4.654692
AT1G01370	3.02		4.187521	4.055993	104.575044
AT1G01380	62.9		94.6163	91.373089	0.231589
AT1G01390	0.18		0.209697	0.195444	0
AT1G01400	0		0	0	0
AT1G01410	0		0	0	32.796137
AT1G01420	24.86		31.65635	27.028115	107.328234
AT1G01430	102.06		96.4435	89.193422	10.832681
AT1G01440	9.43		9.62789	8.839434	0
AT1G01450	0		12.3623	11.067105	0
AT1G01453	0		0	0	0
AT1G01460	0		0	0	327.654895
AT1G01470	409.16		287.898	268.995795	0.623301
AT1G01480	0.38		0.520981	0.486111	43.686127
AT1G01490	39.77		39.23852	36.593038	11.556813
AT1G01500	9.39		10.5068	9.795801	19.876414
AT1G01510	17.33		17.8826	16.309596	2.400829
AT1G01520	0.94		2.44624	2.250347	0
AT1G01530	0		0	0	35.213432
AT1G01540	24.89		32.122	29.264125	156.000503
AT1G01550	112.54		139.4702	130.126585	0.896828
AT1G01560	0.62		0.812148	0.760286	0.832824
AT1G01570	0.56		0.754283	0.70939	0.120928
AT1G01580	0.1		0.109464	0.100917	0
AT1G01590	0		0	0	1.594958
AT1G01600	1.18		1.41353	1.306113	51.556095
AT1G01610	38.43		45.9027	42.646733	663.113344
AT1G01620	483.48		595.52	559.016033	48.042141
AT1G01630	41.36		43.1451	40.278007	5.561144
AT1G01640	4.08		4.89463	4.736121	28.971854
AT1G01650	21.29		25.824052	23.54959	0
AT1G01660	0		0	0	1.660695
AT1G01670	1.1		1.5042	1.418963	0
AT1G01680	0		0	0	2.432309
AT1G01690	2.28		3.058642	2.837339	0
AT1G01695	0		0	0	4.293236
AT1G01700	2.44		3.91439	3.390374	24.613854
AT1G01710	12.73		20.823	19.112063	6.558207
AT1G01715	0		8.807644	5.308692	25.173165
AT1G01720	22.36		22.7495	20.794471	35.297517
AT1G01725	23.12		34.6372	36.577903	42.430988
AT1G01730	37.07		38.227	36.321263	8.818525
AT1G01740	6.72		8.57301	7.316335	0
AT1G01750	2.43		4.89309	3.981161	3.440757
AT1G01760	3.75		5.3464	5.039994	17.650559
AT1G01770	13.17		15.917	14.709739	18.311838
AT1G01780	11.95		17.1387	16.575925	49.356653
AT1G01790	40.91		44.6737	40.713412	54.855444
AT1G01800	40.15		51.438	45.85558	0.648858
AT1G01810	0.39		0.588808	0.596008	95.815277
AT1G01820	76.09		85.9794	81.232968	17.378798
AT1G01830	12.81		15.97652	14.279483	0
AT1G01840	3.26		6.16976	4.517904	8.016696
AT1G01860	6.28		9.85516	9.457326	1.436784
AT1G01880	1.09		1.62658	1.208078	0.33642
AT1G01900	1.01		1.10737	1.02115	50.948425
AT1G01910	34.51		50.21	46.852094	13.030358
AT1G01920	8.87		11.444945	10.368126	9.71872
AT1G01930	7.61		8.5884	7.963397	35.519259
AT1G01940	26.09		32.2979	31.344501	13.317485
AT1G01950	9.95		12.322194	10.972143	23.667073
AT1G01960	19.08		21.3097	19.356676	17.83867
AT1G01970	12.93		16.0207	14.956489	1.104257
AT1G01980	0.78		0.961342	0.893658	29.997324
AT1G01990	25.66		26.9595	25.122642	6.627699
AT1G02000	5.78		5.96504	5.53195	8.077356
AT1G02010	6.49		7.411119	6.638803	8.33266
AT1G02020	5.91		7.44351	6.888219	0.34236
AT1G02030	0.29		0.309947	0.287259	0
AT1G02040	0		0	0	7.688562
AT1G02050	5.99		6.61473	6.201527	4.107569
AT1G02060	3.01		3.48822	3.229179	1.119527
AT1G02065	0.81		1.06404	1.110945	0
AT1G02067	0		2.66563	0	0.124823
AT1G02070	0.1		0.113191	0.111476	24.391992
AT1G02080	19.22		22.047223	19.786105	45.408704
AT1G02090	24.8		40.80457	38.341744	54.276848
AT1G02100	36.97		49.3723	45.932298	18.977193
AT1G02110	14.25		17.0219	15.654077	99.718407
AT1G02120	75.52		88.74655	81.217569	84.558866
AT1G02130	61.37		76.1025	72.431896	215.598106
AT1G02140	146.38		191.498	185.783029	25.515638
AT1G02145	16.85		22.82347	21.588712	41.746206
AT1G02150	31.47		37.4966	34.691438	143.936832
AT1G02160	67.85		129.0488	137.046436	22.234804
AT1G02170	17.31		20.1909	18.980515	22.103817
AT1G02180	15.28		21.1432	20.393559	0.487967
AT1G02190	0.32		0.441765	0.409288	7.275226
AT1G02205	4.74		6.797875	5.973527	0
AT1G02210	0		0	0	0.635331
AT1G02220	0.41		0.575343	0.538674	0
AT1G02230	0		0	0	0
AT1G02250	0		0	0	8.920535
AT1G02260	7.5		7.95259	7.346672	28.059965
AT1G02270	21.07		25.148	23.382888	49.7016
AT1G02280	34.63		44.476543	42.293695	8.970841
AT1G02290	6.47		8.1229	7.256924	38.598359
AT1G02300	29.73		33.9856	31.463479	91.630043
AT1G02305	66.56		86.7695	80.831446	0
AT1G02310	0		0	0	36.378179
AT1G02320	0		0	0	43.47967
AT1G02330	27.11		32.6881	30.92737	91.916736
AT1G02335	33.27		38.5605	37.287883	43.726978
AT1G02340	69.01		82.78122	77.936368	0.641092
AT1G02350	17.83		38.4966	42.206936	7.21206
AT1G02360	0.49		0.580859	0.554171	2.042047
AT1G02370	6.14		6.52966	6.06473	3.967034
AT1G02380	1.67		1.84969	1.747285	37.009878
AT1G02390	3.41		3.55598	3.298454	0
AT1G02400	26.59		32.95677	31.079849	26.861805
AT1G02405	0		0	0	1.728243
AT1G02410	19.4		24.969123	23.249013	1.053446
AT1G02420	2.62		4.2199	3.694216	0
AT1G02430	2.77		4.33928	4.451797	0
AT1G02440	0		0.530563	0.454387	0.587597
AT1G02450	0		0	0	0.289563
AT1G02460	0.52		0.531978	0.493416	62.004174
AT1G02470	0.22		0.262438	0.253282	0
AT1G02475	47.78		54.9095	52.475577	396.199367
AT1G02490	0		0	0	0
AT1G02500	295.02		373.4185	329.976489	0.477845
AT1G02510	0		0	0	0
AT1G02520	0.4		0.432451	0.395719	0
AT1G02530	0		0	0	0
AT1G02540	0		0	0	127.210985
AT1G02550	0		0	0	0
AT1G02560	98.8		114.741	107.277511	0
AT1G02570	0		0	0	0.240671
AT1G02575	0		0	0	0
AT1G02580	0.19		0.217871	0.201423	11.042843
AT1G02590	0		0	0	0.062201
AT1G02610	8.72		9.93321	9.197683	0.464933
AT1G02620	0		0.056337	0.053084	34.161869
AT1G02630	0.39		0.474333	0.392417	1.042366
AT1G02640	27.43		30.7926	28.285808	25.635188
AT1G02650	0.61		0.943811	0.879064	0.83688
AT1G02660	21.2		23.0272	21.148964	25.380631
AT1G02670	0.37		0.757604	0.700641	11.871083
AT1G02680	15.88		22.9121	22.230725	0.700173
AT1G02690	9.16		11.25988	10.183713	0.973288
AT1G02700	0.54		0.518884	0.489405	0
AT1G02705	0		0	3.741043	5.561326
AT1G02710	2.14		6.69077	0	12.847433
AT1G02720	4.25		5.0352	4.679608	10.505384
AT1G02730	9.74		11.5019	10.414894	15.152712
AT1G02740	7.23		9.46485	8.547303	1.139581
AT1G02750	11.47		13.8032	12.828822	596.285253
AT1G02770	0.82		1.03234	0.978809	0.049526
AT1G02780	430.62		538.07	511.882606	2.811587
AT1G02790	0.04		0.044847	0.041891	0.419089
AT1G02800	2.19		2.50469	2.332912	0
AT1G02810	0.36		0.379413	0.351654	5.669071
AT1G02813	0		0	0	1.432326
AT1G02816	6.49		5.03869	4.716082	0
AT1G02820	1.12		1.29872	1.274006	130.501556
AT1G02830	0		0	0	4.588501
AT1G02840	87.58		117.1324	109.784644	31.179176
AT1G02850	3.39		4.2378	3.948599	37.27732
AT1G02860	23.51		30.90035	27.677225	24.882311
AT1G02870	23.96		34.149	32.816304	32.806359
AT1G02880	12.53		26.621522	23.401865	52.282638
AT1G02890	25.97		29.425	26.834708	34.570266
AT1G02900	42.43		47.1955	46.167447	20.699161
AT1G02910	25.63		30.775779	28.712145	55.869582
AT1G02920	18.74		21.3715	20.382218	2.36362
AT1G02930	32.68		65.5815	58.052747	21.627696
AT1G02940	1.37		2.03053	1.999155	24.169919
AT1G02950	7.04		32.00676	30.155973	0
AT1G02960	19.1		22.09465	20.547403	1.734875
AT1G02965	0		0	0	0
AT1G02970	1.28		1.57079	1.461087	9.051494
AT1G02980	0		0	0.028051	12.987858
AT1G02990	6.86		8.093596	7.285028	0
AT1G03000	10.18		11.5398	10.414873	2.796662
AT1G03010	0		0	0	13.237785
AT1G03020	2.22		2.53751	2.555524	45.84348
AT1G03030	9.92		12.07255	11.262391	0
AT1G03040	34.09		42.46522	37.569948	6.318809
AT1G03050	0		0	0	8.249159
AT1G03055	3.37		5.22495	5.107348	2.052284
AT1G03060	6.64		7.411777	6.687464	22.967406
AT1G03070	1.15		1.85942	1.772499	26.231274
AT1G03080	18.82		20.68664	18.779537	0.281304
AT1G03090	19.81		24.77315	22.244193	0
AT1G03100	0.99		1.20858	1.078291	0.300594
AT1G03103	0		0	0	11.543842
AT1G03106	0		0.272455	0	3.939175
AT1G03110	8.29		10.4056	9.745713	1018.680807
AT1G03120	2.27		3.41978	3.485077	44.437461
AT1G03130	700.99		915.247	882.243685	45.877485
AT1G03140	33.4		39.9473	37.115192	20.135237
AT1G03150	30.04		41.0516	40.310343	0
AT1G03160	14.76		18.62971	16.428475	0.488643
AT1G03165	0		0	0	5.338219
AT1G03170	0.77		0.410758	0.379883	6.97726
AT1G03180	2.75		4.668606	4.405681	10.875908
AT1G03190	4.95		6.26018	5.799008	20.272254
AT1G03200	18.28		62.2773	64.23701	54.145936
AT1G03210	14.41		18.56804	17.095791	27.677639
AT1G03220	47.76		56.0215	51.837236	0.634874
AT1G03230	23.95		28.5103	26.590004	33.951696
AT1G03240	0.92		1.22762	2.312749	11.011295
AT1G03250	22.36		30.47042	27.692375	2.210304
AT1G03260	8		9.75833	8.873227	33.613979
AT1G03270	1.33		1.87364	1.588305	9.717689
AT1G03280	24.6		30.083079	27.609442	0
AT1G03290	7.84		10.12677	9.384323	23.489323
AT1G03300	3.62		3.30901	2.894288	0
AT1G03310	18.65		21.42902	19.668014	86.431103
AT1G03320	0		0	0	5.179954
AT1G03325	0		0	0	35.693187
AT1G03330	54.88		77.8015	75.532079	8.175559
AT1G03340	4.27		4.64017	4.354457	9.763518
AT1G03350	27.02		32.0729	29.831695	15.630352
AT1G03360	5.97		7.34613	6.937175	17.006476
AT1G03365	7.43		8.75536	8.061821	0
AT1G03370	12.57		14.03034	12.81878	0
AT1G03380	14.57		15.2569	13.893918	13.911277
AT1G03390	0		0	0	6.154633
AT1G03395	0		0	0	54.964094
AT1G03400	10.14		12.43049	11.709321	5.254988
AT1G03410	6.11		21.3876	19.564579	0.030357
AT1G03430	41.3		47.885496	43.961488	16.930174
AT1G03440	5.09		4.75746	4.40851	16.04655
AT1G03445	0		0	0	73.35925
AT1G03457	14.01		17.25918	13.993369	0.113826
AT1G03470	10.4		14.7687	13.639117	7.086386
AT1G03475	62.56		65.0009	60.438402	3.128917
AT1G03490	0.07		0.103197	0.100832	24.700006
AT1G03495	4.63		9.46949	8.187435	10.308197
AT1G03510	2.56		2.78128	2.612964	0.723683
AT1G03520	14.03		22.03111	20.095322	4.520258
AT1G03530	8.1		9.25688	8.449311	12.222595
AT1G03540	0.34		0.655226	0.609134	34.088358
AT1G03550	10.51		32.782337	19.568427	220.144425
AT1G03560	9.1		10.94	10.114442	24.378516
AT1G03590	27.67		30.4641	27.867747	3.754911
AT1G03600	254.9		197.913	186.85848	68.297077
AT1G03610	18.72		21.83373	20.307966	7.970285
AT1G03620	3.19		3.747975	3.228357	0.089812
AT1G03630	50.45		62.47283	58.063242	0
AT1G03650	5.66		7.22501	6.927779	234.344056
AT1G03660	0		0.244165	0.234533	13.779202
AT1G03670	0		0	0	0.69259
AT1G03680	160.46		211.162	203.716781	1.10745
AT1G03687	9.09		12.3733	11.630058	0
AT1G03700	0.58		0.627937	0.614253	17.037377
AT1G03710	0.75		1.00363	0.965724	20.762797
AT1G03720	0		0	0	4.742103
AT1G03730	13.95		14.9977	14.195131	9.213461
AT1G03740	15.27		18.6622	17.058167	5.497819
AT1G03750	3.69		4.38752	4.024231	7.285059
AT1G03760	6.5		8.53224	7.863304	1.556516
AT1G03770	3.98		5.242475	4.523418	0.068127
AT1G03780	4.91		6.66321	6.005077	0
AT1G03790	1.35		1.36906	1.274403	8.729524
AT1G03800	0.08		0.061712	0.058387	6.529504
AT1G03810	0		0	0	0.469895
AT1G03820	6.45		7.90923	7.541738	26.423501
AT1G03830	4.89		5.889429	5.427578	52.823249
AT1G03840	0.37		0.527398	0.395558	201.017701
AT1G03850	11.53		23.78656	23.585951	0.102713
AT1G03860	33.28		47.954602	45.108291	0
AT1G03870	153.37		180.459	171.511477	89.790783
AT1G03880	0.08		0.093012	0.08699	4.659748
AT1G03890	0		0	0	27.323655
AT1G03900	62.66		80.2497	75.884424	2.92333
AT1G03905	3.77		4.52646	3.754012	24.415785
AT1G03910	20.58		24.966683	22.563394	7.540196
AT1G03920	2.08		2.61261	2.389011	24.220769
AT1G03930	18.08		21.6818	19.584855	13.299779
AT1G03940	5.19		13.5821	12.643708	7.802998
AT1G03950	16.43		21.706	20.765555	0.522308
AT1G03960	7.91		11.884738	10.585049	0
AT1G03970	4.78		12.657	12.026561	3.303091
AT1G03980	0.19		0.473186	0.449709	11.170937
AT1G03982	0		0	0	9.928717
AT1G03990	1.64		2.34939	2.086446	3.945869
AT1G04000	9.47		9.99432	9.461183	9.00792
AT1G04010	8.29		8.90636	8.208652	72.483051
AT1G04020	2.96		3.39625	3.162561	5.662614
AT1G04030	6.45		9.24642	8.233161	16.198996
AT1G04040	52.96		91.379	87.194159	57.142861
AT1G04050	4.13		5.09161	4.703289	0.616602
AT1G04070	10.52		14.5603	14.742068	4.050831
AT1G04080	36.54		50.60211	46.040244	0
AT1G04090	0.51		0.593121	0.54989	1.623128
AT1G04100	4.28		4.63956	4.888501	18.294689
AT1G04105	0		2.91229	0	4.178465
AT1G04110	1.29		1.46929	1.356023	45.606108
AT1G04120	13.75		16.37558	14.911154	0.963885
AT1G04130	3.27		4.43303	3.456747	4.351172
AT1G04140	34.73		40.9397	37.5908	60.706371
AT1G04150	0.84		0.872382	0.800337	0.05079
AT1G04160	3.46		3.72394	3.385541	32.382243
AT1G04170	45.83		54.78588	51.005132	17.169296
AT1G04180	0.05		0.045992	0.042998	19.718532
AT1G04190	23.42		28.7817	26.879999	4.310952
AT1G04200	12.94		15.99156	14.123274	17.882532
AT1G04210	15.38		17.6533	16.059931	60.255358
AT1G04220	10.52		11.7718	10.766816	118.899833
AT1G04230	13.96		18.32579	17.237105	27.075528
AT1G04240	76.85		99.5201	93.468286	382.976617
AT1G04250	100.89		107.222	101.11706	48.900906
AT1G04260	28.27		24.5259	23.197217	3.646278
AT1G04270	275.81		348.7197	330.76548	37.219399
AT1G04280	43.37		43.17286	39.864071	5.462114
AT1G04290	5.67		81.1634	61.460447	1.785344
AT1G04300	25.2		33.58353	30.484503	27.627933
AT1G04310	3.94		4.97786	4.405274	39.800882
AT1G04330	1.02		1.48473	1.48801	0.428171
AT1G04340	23.03		24.7986	23.775835	0
AT1G04350	41.54		35.8909	33.063503	0.387899
AT1G04360	0.35		0.344626	0.321478	7.033173
AT1G04370	0		0	0	86.974693
AT1G04380	0.29		0.35129	0.329459	461.560016
AT1G04390	5.93		6.38586	5.856883	37.262393
AT1G04400	63.86		78.18298	71.639667	100.400916
AT1G04410	356.86		414.153	387.130593	42.859777
AT1G04420	27.13		33.2974	30.518367	0
AT1G04430	77.28		90.69556	83.236503	0
AT1G04440	35.94		38.074	35.007639	0
AT1G04445	0		0	0	0
AT1G04450	0		0	0	224.837273
AT1G04455	0		0	0	0.038119
AT1G04470	0		0	0	0
AT1G04480	177.13		203.109	198.028224	25.52708
AT1G04490	0		0.03451	0.031986	15.535424
AT1G04500	0		0	0	39.184931
AT1G04510	20.71		24.32114	21.253178	1.671525
AT1G04520	12.01		14.0688	12.814617	33.629795
AT1G04530	31.59		35.0842	32.860359	12.646186
AT1G04540	1.17		1.48346	1.369977	0
AT1G04550	22.48		30.43007	28.72859	0
AT1G04555	8.37		11.208	10.789989	0
AT1G04560	0		0	0	22.763135
AT1G04570	0		0	0	0.264579
AT1G04580	0		0	0	0.046759
AT1G04590	16.87		20.8455	19.148803	19.913027
AT1G04600	0.13		0.239418	0.218223	0
AT1G04610	0		0	0	37.901773
AT1G04620	18.17		18.0602	16.719632	13.020961
AT1G04625	0		0	0	25.642498
AT1G04630	23.85		35.8443	35.559778	0
AT1G04635	8.41		11.9379	11.634671	0.97237
AT1G04640	13.46		22.88266	22.114286	0.732183
AT1G04645	0		0	0	0
AT1G04650	0.75		0.880064	0.807494	156.678212
AT1G04660	0.53		0.663152	0.62434	93.388682
AT1G04670	0		0	0	0.773074
AT1G04680	123.85		140.212	129.530273	13.099188
AT1G04690	75.43		83.7185	78.078762	2.158827
AT1G04700	0.61		0.69965	0.64075	116.767645
AT1G04710	9.81		11.782	10.703051	6.011872
AT1G04730	1.37		1.87509	1.672133	10.860157
AT1G04750	81.7		108.46533	102.726882	2.496455
AT1G04760	4.04		5.37844	5.11349	22.774889
AT1G04770	9.61		11.6821	10.992455	15.46785
AT1G04778	3.67		2.36621	2.311395	76.31375
AT1G04780	18.91		20.321	18.687461	25.261568
AT1G04790	13.22		15.184	13.214202	322.552052
AT1G04800	108.79		122.731	119.679323	16.683975
AT1G04810	19.53		22.3278	20.367899	0.882334
AT1G04820	270.51		368.509	342.682637	52.815058
AT1G04830	9.64		14.88819	13.024765	14.574475
AT1G04840	0.5		0.798669	0.735902	19.571783
AT1G04850	39		47.46369	44.139453	0.751484
AT1G04860	11.24		13.1497	12.024255	0
AT1G04870	14.01		17.99459	16.697045	0
AT1G04880	0.63		0.680453	0.59483	8.923812
AT1G04890	0		0	0	26.92831
AT1G04895	0		0	0	0.300857
AT1G04900	7.08		8.81901	8.22892	4.51513
AT1G04910	22.28		24.7657	22.866958	3.538519
AT1G04920	0.25		0.272288	0.249557	5.525535
AT1G04930	3.36		4.08944	3.850096	21.052272
AT1G04940	0.77		37.8002	31.410623	29.161876
AT1G04945	3.38		6.688949	6.788313	23.773635
AT1G04950	14.81		18.9565	17.491484	4.11371
AT1G04960	17.97		25.65594	23.729763	26.279381
AT1G04970	18.09		21.36213	19.937064	16.647946
AT1G04980	3.13		3.7251	3.481055	0.070407
AT1G04985	27.44		23.7564	21.94414	0
AT1G04990	10.48		14.589745	13.537744	89.14974
AT1G05000	0.05		0.06378	0.060439	0.091675
AT1G05005	0		0	0	13.427557
AT1G05010	69.16		79.4322	74.258369	0
AT1G05020	0.08		0.082984	0.076521	0
AT1G05030	11.35		12.78958	11.144221	16.804645
AT1G05035	0		0	0	20.851419
AT1G05040	0		0	0	9.241223
AT1G05055	12.84		15.1225	14.111411	47.330211
AT1G05060	13.95		18.815	18.059034	0
AT1G05065	8.66		7.86693	7.974787	0
AT1G05070	34.83		41.9668	40.401612	0.690118
AT1G05080	0		0	0	0.168012
AT1G05085	0		0	0	0.709369
AT1G05087	0		8.24465	3.500568	15.841854
AT1G05090	0.09		17.1129	11.679131	33.378464
AT1G05100	0.54		0.584119	0.551253	18.797984
AT1G05120	12.62		14.2399	13.057473	9.254908
AT1G05136	2.65		9.10909	62.456132	9.189127
AT1G05140	23.63		29.975	27.885622	21.355181
AT1G05150	14.82		16.9837	15.620085	326.909675
AT1G05160	6.78		8.27196	7.673435	20.432129
AT1G05170	7.26		8.2951	7.721416	45.455796
AT1G05180	15.22		20.56522	17.371549	10.962981
AT1G05190	242.72		293.176	280.643086	0.568691
AT1G05200	16.06		21.538361	19.308071	7.848719
AT1G05205	32.57		48.1837	48.091991	0
AT1G05210	6.64		9.82517	9.705431	0
AT1G05220	0.19		0.515864	0.514502	58.91635
AT1G05230	9.23		14.507747	12.633126	23.085746
AT1G05240	0		0	0	0
AT1G05250	0		0.309499	0.290572	0
AT1G05260	40.02		53.1176	50.134033	0
AT1G05270	20.38		20.3857	18.897114	10.455717
AT1G05280	0		0	0	9.146669
AT1G05290	0		0	0	27.762029
AT1G05291	0		0	0	0
AT1G05300	5.58		9.279579	8.733748	30.478264
AT1G05310	7.13		8.17711	7.687902	21.440533
AT1G05320	20.91		25.50989	23.030154	18.952597
AT1G05330	0		0	0	4.763863
AT1G05340	20.69		26.961	26.433272	15.941802
AT1G05350	18.2		18.79	17.472983	44.728745
AT1G05360	14.76		17.434907	15.877483	2.587293
AT1G05370	2.4		4.26969	3.985725	13.746518
AT1G05380	12.54		14.393988	12.891269	12.522351
AT1G05385	27.75		40.7897	39.530271	41.458537
AT1G05400	1.75		2.37174	2.256372	3.630409
AT1G05410	10.27		12.347926	11.488848	0
AT1G05420	9.7		11.91284	10.502093	5.414085
AT1G05430	29.1		36.8088	35.001147	12.107483
AT1G05440	2.78		3.28756	3.075748	0.259772
AT1G05450	0		0	0	29.209274
AT1G05460	4.23		4.81637	4.399956	0
AT1G05470	10.22		10.83074	9.922636	17.894902
AT1G05490	0.22		0.235082	0.214701	0
AT1G05500	22.78		28.11245	24.176892	0.428884
AT1G05510	0		0	0	0.206869
AT1G05520	13.84		16.0273	14.675059	0
AT1G05530	0		0	0	13.878556
AT1G05540	0.34		0.38845	0.365779	9.511935
AT1G05550	0.11		0.187393	0.177397	0
AT1G05560	1.93		12.39362	11.03357	0
AT1G05570	10.8		12.592965	11.228458	25.14848
AT1G05575	5.65		8.62868	8.618194	4.522088
AT1G05577	0		0	0	0.836286
AT1G05580	0		0	0	0
AT1G05590	18.87		22.69135	20.997104	26.733815
AT1G05600	3.01		4.05281	3.7769	9.631182
AT1G05610	0.51		0.804647	0.708719	2.892107
AT1G05615	0		0	0	0
AT1G05620	20.13		23.7379	22.212889	0
AT1G05630	7.14		8.57578	7.746229	3.785289
AT1G05640	2.55		2.61812	2.42055	0.113826
AT1G05650	0		0	0	0.993929
AT1G05660	0		0	0	1.810608
AT1G05670	2.94		3.40433	3.125296	0
AT1G05675	0.08		0.103086	0.096801	10.52228
AT1G05680	0.82		0.899988	0.839379	30.446242
AT1G05690	1.62		1.63932	1.523521	0.538431
AT1G05700	0		0	0	0
AT1G05710	4.84		8.324548	8.120815	3.768893
AT1G05720	27.27		57.3093	55.806383	0
AT1G05730	0.49		0.58645	0.616955	5.655366
AT1G05740	0		0	0	20.266338
AT1G05750	2.73		4.105822	3.788898	0
AT1G05760	0.49		18.029	17.084649	23.035946
AT1G05770	3.76		5.12843	5.053834	16.741573
AT1G05780	14.02		17.3689	16.933403	0
AT1G05783	0		0.190569	0	57.495122
AT1G05785	14.39		21.447372	20.401219	60.951052
AT1G05790	12.71		16.192977	13.964886	3.176146
AT1G05800	0		0	0	18.502604
AT1G05805	50.58		51.2242	47.191782	1.841136
AT1G05810	44.67		66.2443	52.672181	33.903396
AT1G05820	1.8		2.807488	2.602036	1091.404014
AT1G05830	14.56		16.74089	14.922618	14.230807
AT1G05835	5.99		9.02575	9.115512	110.433279
AT1G05840	26.14		32.2106	30.03616	0
AT1G05850	845.19		979.69391	910.606624	48.770955
AT1G05860	9.97		12.66856	12.0747	0
AT1G05870	76.24		102.502075	93.445868	26.699431
AT1G05880	0		0	0	13.363783
AT1G05890	33.93		45.3531	41.147954	0
AT1G05894	0		0	0	0.097158
AT1G05900	15.93		22.8409	21.073914	31.949279
AT1G05910	10.66		12.0768	11.020371	18.190012
AT1G05920	0		0	0	41.452871
AT1G05930	0		0	0	6.908403
AT1G05940	23.89		28.52196	26.565033	0
AT1G05950	12.28		15.760664	14.522262	0
AT1G05960	31.78		37.99237	33.954502	33.910187
AT1G05970	4.44		6.353803	6.071896	0
AT1G05990	0		0	0	0
AT1G06000	7.98		20.8052	19.480721	166.211942
AT1G06010	30.63		30.4552	29.549482	0
AT1G06020	0.06		0.055632	0.052767	6.052229
AT1G06030	0		0	0	49.868775
AT1G06040	171.66		198.4673	198.722085	19.187004
AT1G06045	0		194.642	91.007662	6.618356
AT1G06050	4.67		5.4815	5.156806	5.12104
AT1G06060	34.05		45.234492	43.10852	2.619798
AT1G06070	14.46		17.1866	15.890028	50.250121
AT1G06080	4.8		5.93604	5.54809	0
AT1G06090	3.14		4.79362	4.287271	28.32945
AT1G06100	1.59		2.37442	2.292399	0
AT1G06110	38.39		44.5854	41.660656	0
AT1G06120	0		0	0	1.489622
AT1G06130	20.28		25.69366	23.590599	2.072656
AT1G06135	0		0	0	0.183884
AT1G06137	0		0	0	16.062457
AT1G06140	0.97		1.38144	1.24839	0.830276
AT1G06143	0		1.83672	1.709291	1.684877
AT1G06148	0.12		0	0	2.183331
AT1G06150	0.62		14.49092	13.30335	36.35947
AT1G06160	0.67		0.752309	0.719197	94.563725
AT1G06170	1.1		1.47661	1.383834	30.765829
AT1G06180	1.78		1.97834	1.892523	24.117044
AT1G06190	27.02		32.59072	30.273178	0
AT1G06200	63.82		88.05696	81.30561	25.084115
AT1G06210	20.91		27.64921	25.817232	13.413262
AT1G06220	18.27		25.33626	22.953852	2.929733
AT1G06225	0		0	0	0
AT1G06230	19.24		22.9747	20.906755	6.1804
AT1G06240	9.89		11.8141	10.493413	0
AT1G06250	1.83		2.847659	2.345329	24.601385
AT1G06260	0		3.60301	3.452683	0
AT1G06270	4.76		5.59674	5.236416	0
AT1G06280	0		0	0	0
AT1G06290	18.82		26.6888	24.903742	10.791843
AT1G06310	0		0	0	18.996128
AT1G06320	0		0	0	17.483197
AT1G06330	0		0	0	15.099964
AT1G06340	6.4		9.67749	9.488109	79.164512
AT1G06350	14.1		17.6684	16.763793	78.882733
AT1G06360	13.21		16.9527	15.068285	96.227414
AT1G06380	13.08		13.4377	12.980285	5.73056
AT1G06390	60.98		76.6771	71.756543	27.351877
AT1G06400	74.63		72.411	66.885309	0.51681
AT1G06410	78.63		86.82901	79.022382	1.870756
AT1G06420	4.44		5.55496	4.877208	212.665968
AT1G06430	21.1		24.455093	22.454558	29.422157
AT1G06440	0.45		0.467926	0.435157	0
AT1G06450	5.78		8.54047	7.823984	2.158617
